Load address: $F400 Init address: $F400 Play address: $F52B
Calling initroutine with subtune 0
Calling playroutine for 2650 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|  1661 | 0468 (+ 0010) .. .... 4B8 | ....  ... ..  .. .... 710 | 22DC (- 001C) .. .... 800 | .... .. ... . |
|  1662 | 0478 (+ 0010) .. .... 4FE | 22A4 (+ 001C) .. .... 6D4 | 22C0 (- 001C) .. .... 7BA | .... .. ... . |
|  1663 | 0468 (- 0010) .. .... 544 | 22C0 (+ 001C) .. .... 698 | 22A4 (- 001C) .. .... 774 | .... .. ... . |
|  1664 | 0458 (- 0010) .. .... 58A | 2118 (B-4 BB) .. .... 65C | 2288 (- 001C) .. .... 72E | .... .. ... . |
|  1665 | 0448 (- 0010) .. .... 5D0 | 2150 (+ 0038) .. .... 620 | ....  ... ..  .. .... 6E8 | .... .. ... . |
|  1666 | 0438 (B-1 97) .. .... 616 | 2118 (- 0038) .. .... 5E4 | 22A4 (+ 001C) .. .... 72E | .... .. ... . |
|  1667 | ....  ... ..  .. .... 65C | 20E0 (- 0038) .. .... 620 | 22C0 (+ 001C) .. .... 774 | .... .. ... . |
|  1668 | 0448 (C-2 98) .. .... 6A2 | 20A8 (- 0038) .. .... 65C | 2118 (B-4 BB) .. .... 7BA | .... .. ... . |
|  1669 | 0458 (+ 0010) .. .... 6E8 | 2070 (- 0038) .. .... 698 | 2150 (+ 0038) .. .... 800 | .... .. ... . |
|  1670 | 0468 (+ 0010) .. .... 72E | ....  ... ..  .. .... 6D4 | 2118 (- 0038) .. .... 7BA | .... .. ... . |
|  1671 | 0478 (+ 0010) .. .... 774 | 20A8 (+ 0038) .. .... 710 | 20E0 (- 0038) .. .... 774 | .... .. ... . |
|  1672 | 0468 (- 0010) .. .... 7BA | 1D60 (A-4 B9) .. .... 74C | 20A8 (- 0038) .. .... 72E | .... .. ... . |
|  1673 | 0458 (- 0010) .. .... 800 | 1D98 (+ 0038) .. .... 788 | 2070 (- 0038) .. .... 6E8 | .... .. ... . |
|  1674 | 0448 (- 0010) .. .... 7BA | 1DD0 (+ 0038) .. .... 7C4 | ....  ... ..  .. .... 72E | .... .. ... . |
|  1675 | 0438 (B-1 97) .. .... 774 | 1D98 (- 0038) .. .... 800 | 20A8 (+ 0038) .. .... 774 | .... .. ... . |
|  1676 | ....  ... ..  .. .... 72E | 1D60 (- 0038) .. .... 7C4 | 1D60 (A-4 B9) .. .... 7BA | .... .. ... . |
|  1677 | 0448 (C-2 98) .. .... 6E8 | 1D28 (- 0038) .. .... 788 | 1D98 (+ 0038) .. .... 800 | .... .. ... . |
|  1678 | 0458 (+ 0010) .. .... 6A2 | 1CF0 (- 0038) .. .... 74C | 1DD0 (+ 0038) .. .... 7BA | .... .. ... . |
|  1679 | 0468 (+ 0010) .. .... 65C | ....  ... ..  .. .... 710 | 1D98 (- 0038) .. .... 774 | .... .. ... . |
|  1680 | 043C (- 002C) .. .... 616 | 3404 (G-5 C3) .. .... 6D4 | 1D60 (- 0038) .. .... 72E | .... .. ... . |
|  1681 | 042C (B-1 97) .. .... 5D0 | 3420 (+ 001C) .. .... 698 | 1D28 (- 0038) .. .... 6E8 | .... .. ... . |
|  1682 | 041C (- 0010) .. .... 58A | 343C (+ 001C) .. .... 65C | 1CF0 (- 0038) .. .... 72E | .... .. ... . |
|  1683 | 040C (- 0010) .. .... 544 | 3458 (+ 001C) .. .... 620 | ....  ... ..  .. .... 774 | .... .. ... . |
|  1684 | 03FC (A#1 96) .. .... 4FE | 343C (- 001C) .. .... 5E4 | 3404 (G-5 C3) .. .... 7BA | .... .. ... . |
|  1685 | ....  ... ..  .. .... 4B8 | 3420 (- 001C) .. .... 620 | 3420 (+ 001C) .. .... 800 | .... .. ... . |
|  1686 | 040C (B-1 97) .. .... 472 | 3404 (- 001C) .. .... 65C | 343C (+ 001C) .. .... 7BA | .... .. ... . |
|  1687 | 041C (+ 0010) .. .... 42C | 33E8 (- 001C) .. .... 698 | 3458 (+ 001C) .. .... 774 | .... .. ... . |
|  1688 | 042C (+ 0010) .. .... 3E6 | ....  ... ..  .. .... 6D4 | 343C (- 001C) .. .... 72E | .... .. ... . |
|  1689 | 043C (C-2 98) .. .... 3A0 | 3404 (+ 001C) .. .... 710 | 3420 (- 001C) .. .... 6E8 | .... .. ... . |
|  1690 | 042C (B-1 97) .. .... 35A | 3420 (+ 001C) .. .... 74C | 3404 (- 001C) .. .... 72E | .... .. ... . |
|  1691 | 041C (- 0010) .. .... 314 | 343C (+ 001C) .. .... 788 | 33E8 (- 001C) .. .... 774 | .... .. ... . |
|  1692 | 040C (- 0010) .. .... 2CE | 3458 (+ 001C) .. .... 7C4 | ....  ... ..  .. .... 7BA | .... .. ... . |
|  1693 | 03FC (A#1 96) .. .... 314 | 343C (- 001C) .. .... 800 | 3404 (+ 001C) .. .... 800 | .... .. ... . |
|  1694 | ....  ... ..  .. .... 35A | 3420 (- 001C) .. .... 7C4 | 3420 (+ 001C) .. .... 7BA | .... .. ... . |
|  1695 | 040C (B-1 97) .. .... 3A0 | 3404 (- 001C) .. .... 788 | 343C (+ 001C) .. .... 774 | .... .. ... . |
|  1696 | 041C (+ 0010) .. .... 3E6 | 33E8 (- 001C) .. .... 74C | 3458 (+ 001C) .. .... 72E | .... .. ... . |
|  1697 | 042C (+ 0010) .. .... 42C | ....  ... ..  .. .... 710 | 343C (- 001C) .. .... 6E8 | .... .. ... . |
|  1698 | 043C (C-2 98) .. .... 472 | 3404 (+ 001C) .. .... 6D4 | 3420 (- 001C) .. .... 72E | .... .. ... . |
|  1699 | 042C (B-1 97) .. .... 4B8 | 3420 (+ 001C) .. .... 698 | 3404 (- 001C) .. .... 774 | .... .. ... . |
|  1700 | 041C (- 0010) .. .... 4FE | 343C (+ 001C) .. .... 65C | 33E8 (- 001C) .. .... 7BA | .... .. ... . |
|  1701 | 040C (- 0010) .. .... 544 | 3458 (+ 001C) .. .... 620 | ....  ... ..  .. .... 800 | .... .. ... . |
|  1702 | 03FC (A#1 96) .. .... 58A | 343C (- 001C) .. .... 5E4 | 3404 (+ 001C) .. .... 7BA | .... .. ... . |
|  1703 | ....  ... ..  .. .... 5D0 | 3420 (- 001C) .. .... 620 | 3420 (+ 001C) .. .... 774 | .... .. ... . |
|  1704 | 039C (A-1 95) .. .... 616 | 3404 (- 001C) .. .... 65C | 343C (+ 001C) .. .... 72E | .... .. ... . |
|  1705 | 03AC (+ 0010) .. .... 65C | 33E8 (- 001C) .. .... 698 | 3458 (+ 001C) .. .... 6E8 | .... .. ... . |
|  1706 | 03BC (+ 0010) .. .... 6A2 | ....  ... ..  .. .... 6D4 | 343C (- 001C) .. .... 72E | .... .. ... . |
|  1707 | 03CC (A#1 96) .. .... 6E8 | 3404 (+ 001C) .. .... 710 | 3420 (- 001C) .. .... 774 | .... .. ... . |
|  1708 | 03BC (A-1 95) .. .... 72E | 3420 (+ 001C) .. .... 74C | 3404 (- 001C) .. .... 7BA | .... .. ... . |
|  1709 | 03AC (- 0010) .. .... 774 | 343C (+ 001C) .. .... 788 | 33E8 (- 001C) .. .... 800 | .... .. ... . |
|  1710 | 039C (- 0010) .. .... 7BA | 3458 (+ 001C) .. .... 7C4 | ....  ... ..  .. .... 7BA | .... .. ... . |
|  1711 | 038C (G#1 94) .. .... 800 | 343C (- 001C) .. .... 800 | 3404 (+ 001C) .. .... 774 | .... .. ... . |
|  1712 | ....  ... ..  .. .... 7BA | 3420 (- 001C) .. .... 7C4 | 3420 (+ 001C) .. .... 72E | .... .. ... . |
|  1713 | 039C (A-1 95) .. .... 774 | 3404 (- 001C) .. .... 788 | 343C (+ 001C) .. .... 6E8 | .... .. ... . |
|  1714 | 03AC (+ 0010) .. .... 72E | 33E8 (- 001C) .. .... 74C | 3458 (+ 001C) .. .... 72E | .... .. ... . |
|  1715 | 03BC (+ 0010) .. .... 6E8 | ....  ... ..  .. .... 710 | 343C (- 001C) .. .... 774 | .... .. ... . |
|  1716 | 03CC (A#1 96) .. .... 6A2 | 3404 (+ 001C) .. .... 6D4 | 3420 (- 001C) .. .... 7BA | .... .. ... . |
|  1717 | 03BC (A-1 95) .. .... 65C | 3420 (+ 001C) .. .... 698 | 3404 (- 001C) .. .... 800 | .... .. ... . |
|  1718 | 03AC (- 0010) .. .... 616 | 343C (+ 001C) .. .... 65C | 33E8 (- 001C) .. .... 7BA | .... .. ... . |
|  1719 | 039C (- 0010) .. .... 5D0 | 3458 (+ 001C) .. .... 620 | ....  ... ..  .. .... 774 | .... .. ... . |
|  1720 | 038C (G#1 94) .. .... 58A | 343C (- 001C) .. .... 5E4 | 3404 (+ 001C) .. .... 72E | .... .. ... . |
|  1721 | ....  ... ..  .. .... 544 | 3420 (- 001C) .. .... 620 | 3420 (+ 001C) .. .... 6E8 | .... .. ... . |
|  1722 | 039C (A-1 95) .. .... 4FE | 3404 (- 001C) .. .... 65C | 343C (+ 001C) .. .... 72E | .... .. ... . |
|  1723 | 03AC (+ 0010) .. .... 4B8 | 33E8 (- 001C) .. .... 698 | 3458 (+ 001C) .. .... 774 | .... .. ... . |
|  1724 | 03BC (+ 0010) .. .... 472 | ....  ... ..  .. .... 6D4 | 343C (- 001C) .. .... 7BA | .... .. ... . |
|  1725 | 03CC (A#1 96) .. .... 42C | 3404 (+ 001C) .. .... 710 | 3420 (- 001C) .. .... 800 | .... .. ... . |
|  1726 | 03BC (A-1 95) .. .... 3E6 | 3420 (+ 001C) .. .... 74C | 3404 (- 001C) .. .... 7BA | .... .. ... . |
|  1727 | 03AC (- 0010) .. .... 3A0 | 343C (+ 001C) .. .... 788 | 33E8 (- 001C) .. .... 774 | .... .. ... . |
|  1728 | 0332 (G-1 93) .. .... 35A | 2738 (D-5 BE) .. .... 7C4 | ....  ... ..  .. .... 72E | .... .. ... . |
|  1729 | 0322 (F#1 92) .. .... 314 | 271C (- 001C) .. .... 800 | 3404 (+ 001C) .. .... 6E8 | .... .. ... . |
|  1730 | ....  ... ..  .. .... 2CE | 2700 (- 001C) .. .... 7C4 | 3420 (+ 001C) .. .... 72E | .... .. ... . |
|  1731 | 0332 (G-1 93) .. .... 314 | 26E4 (- 001C) .. .... 788 | 343C (+ 001C) .. .... 774 | .... .. ... . |
|  1732 | 0342 (+ 0010) .. .... 35A | 26C8 (- 001C) .. .... 74C | 2738 (D-5 BE) .. .... 7BA | .... .. ... . |
|  1733 | 0352 (+ 0010) .. .... 3A0 | ....  ... ..  .. .... 710 | 271C (- 001C) .. .... 800 | .... .. ... . |
|  1734 | 0362 (G#1 94) .. .... 3E6 | 26E4 (+ 001C) .. .... 6D4 | 2700 (- 001C) .. .... 7BA | .... .. ... . |
|  1735 | 0352 (G-1 93) .. .... 42C | 2700 (+ 001C) .. .... 698 | 26E4 (- 001C) .. .... 774 | .... .. ... . |
|  1736 | 0342 (- 0010) .. .... 472 | 271C (+ 001C) .. .... 65C | 26C8 (- 001C) .. .... 72E | .... .. ... . |
|  1737 | 0332 (- 0010) .. .... 4B8 | 2738 (+ 001C) .. .... 620 | ....  ... ..  .. .... 6E8 | .... .. ... . |
|  1738 | 0322 (F#1 92) .. .... 4FE | 271C (- 001C) .. .... 5E4 | 26E4 (+ 001C) .. .... 72E | .... .. ... . |
|  1739 | ....  ... ..  .. .... 544 | 2700 (- 001C) .. .... 620 | 2700 (+ 001C) .. .... 774 | .... .. ... . |
|  1740 | 0332 (G-1 93) .. .... 58A | 26E4 (- 001C) .. .... 65C | 271C (+ 001C) .. .... 7BA | .... .. ... . |
|  1741 | 0342 (+ 0010) .. .... 5D0 | 26C8 (- 001C) .. .... 698 | 2738 (+ 001C) .. .... 800 | .... .. ... . |
|  1742 | 0352 (+ 0010) .. .... 616 | ....  ... ..  .. .... 6D4 | 271C (- 001C) .. .... 7BA | .... .. ... . |
|  1743 | 0362 (G#1 94) .. .... 65C | 26E4 (+ 001C) .. .... 710 | 2700 (- 001C) .. .... 774 | .... .. ... . |
|  1744 | 0352 (G-1 93) .. .... 6A2 | 2700 (+ 001C) .. .... 74C | 26E4 (- 001C) .. .... 72E | .... .. ... . |
|  1745 | 0342 (- 0010) .. .... 6E8 | 271C (+ 001C) .. .... 788 | 26C8 (- 001C) .. .... 6E8 | .... .. ... . |
|  1746 | 0332 (- 0010) .. .... 72E | 2738 (+ 001C) .. .... 7C4 | ....  ... ..  .. .... 72E | .... .. ... . |
|  1747 | 0322 (F#1 92) .. .... 774 | 271C (- 001C) .. .... 800 | 26E4 (+ 001C) .. .... 774 | .... .. ... . |
|  1748 | ....  ... ..  .. .... 7BA | 2700 (- 001C) .. .... 7C4 | 2700 (+ 001C) .. .... 7BA | .... .. ... . |
|  1749 | 0332 (G-1 93) .. .... 800 | 26E4 (- 001C) .. .... 788 | 271C (+ 001C) .. .... 800 | .... .. ... . |
|  1750 | 0342 (+ 0010) .. .... 7BA | 26C8 (- 001C) .. .... 74C | 2738 (+ 001C) .. .... 7BA | .... .. ... . |
|  1751 | 0352 (+ 0010) .. .... 774 | ....  ... ..  .. .... 710 | 271C (- 001C) .. .... 774 | .... .. ... . |
|  1752 | 0478 (C-2 98) .. .... 72E | 22A4 (C-5 BC) .. .... 6D4 | 2700 (- 001C) .. .... 72E | .... .. ... . |
|  1753 | 0468 (- 0010) .. .... 6E8 | 22C0 (+ 001C) .. .... 698 | 26E4 (- 001C) .. .... 6E8 | .... .. ... . |
|  1754 | 0458 (- 0010) .. .... 6A2 | 22DC (+ 001C) .. .... 65C | 26C8 (- 001C) .. .... 72E | .... .. ... . |
|  1755 | 0448 (- 0010) .. .... 65C | 22F8 (+ 001C) .. .... 620 | ....  ... ..  .. .... 774 | .... .. ... . |
|  1756 | 0438 (B-1 97) .. .... 616 | 22DC (- 001C) .. .... 5E4 | 22A4 (C-5 BC) .. .... 7BA | .... .. ... . |
|  1757 | ....  ... ..  .. .... 5D0 | 22C0 (- 001C) .. .... 620 | 22C0 (+ 001C) .. .... 800 | .... .. ... . |
|  1758 | 0448 (C-2 98) .. .... 58A | 22A4 (- 001C) .. .... 65C | 22DC (+ 001C) .. .... 7BA | .... .. ... . |
|  1759 | 0458 (+ 0010) .. .... 544 | 2288 (- 001C) .. .... 698 | 22F8 (+ 001C) .. .... 774 | .... .. ... . |
|  1760 | 0468 (+ 0010) .. .... 4FE | 2070 (B-4 BB) .. .... 6D4 | 22DC (- 001C) .. .... 72E | .... .. ... . |
|  1761 | 0478 (+ 0010) .. .... 4B8 | 20A8 (+ 0038) .. .... 710 | 22C0 (- 001C) .. .... 6E8 | .... .. ... . |
|  1762 | 0468 (- 0010) .. .... 472 | 20E0 (+ 0038) .. .... 74C | 22A4 (- 001C) .. .... 72E | .... .. ... . |
|  1763 | 0458 (- 0010) .. .... 42C | 2118 (+ 0038) .. .... 788 | 2288 (- 001C) .. .... 774 | .... .. ... . |
|  1764 | 0448 (- 0010) .. .... 3E6 | 2150 (+ 0038) .. .... 7C4 | 2070 (B-4 BB) .. .... 7BA | .... .. ... . |
|  1765 | 0438 (B-1 97) .. .... 3A0 | 2118 (- 0038) .. .... 800 | 20A8 (+ 0038) .. .... 800 | .... .. ... . |
|  1766 | ....  ... ..  .. .... 35A | 20E0 (- 0038) .. .... 7C4 | 20E0 (+ 0038) .. .... 7BA | .... .. ... . |
|  1767 | 0448 (C-2 98) .. .... 314 | 20A8 (- 0038) .. .... 788 | 2118 (+ 0038) .. .... 774 | .... .. ... . |
|  1768 | 0458 (+ 0010) .. .... 2CE | 1CF0 (A-4 B9) .. .... 74C | 2150 (+ 0038) .. .... 72E | .... .. ... . |
|  1769 | 0468 (+ 0010) .. .... 314 | ....  ... ..  .. .... 710 | 2118 (- 0038) .. .... 6E8 | .... .. ... . |
|  1770 | 0478 (+ 0010) .. .... 35A | 1D28 (+ 0038) .. .... 6D4 | 20E0 (- 0038) .. .... 72E | .... .. ... . |
|  1771 | 0468 (- 0010) .. .... 3A0 | 1D60 (+ 0038) .. .... 698 | 20A8 (- 0038) .. .... 774 | .... .. ... . |
|  1772 | 0458 (- 0010) .. .... 3E6 | 1D98 (+ 0038) .. .... 65C | 1CF0 (A-4 B9) .. .... 7BA | .... .. ... . |
|  1773 | 0448 (- 0010) .. .... 42C | 1DD0 (+ 0038) .. .... 620 | ....  ... ..  .. .... 800 | .... .. ... . |
|  1774 | 0438 (B-1 97) .. .... 472 | 1D98 (- 0038) .. .... 5E4 | 1D28 (+ 0038) .. .... 7BA | .... .. ... . |
|  1775 | ....  ... ..  .. .... 4B8 | 1D60 (- 0038) .. .... 620 | 1D60 (+ 0038) .. .... 774 | .... .. ... . |
|  1776 | 040C (- 002C) .. .... 4FE | 3404 (G-5 C3) .. .... 65C | 1D98 (+ 0038) .. .... 72E | .... .. ... . |
|  1777 | 041C (+ 0010) .. .... 544 | 33E8 (- 001C) .. .... 698 | 1DD0 (+ 0038) .. .... 6E8 | .... .. ... . |
|  1778 | 042C (+ 0010) .. .... 58A | ....  ... ..  .. .... 6D4 | 1D98 (- 0038) .. .... 72E | .... .. ... . |
|  1779 | 043C (C-2 98) .. .... 5D0 | 3404 (+ 001C) .. .... 710 | 1D60 (- 0038) .. .... 774 | .... .. ... . |
|  1780 | 042C (B-1 97) .. .... 616 | 3420 (+ 001C) .. .... 74C | 3404 (G-5 C3) .. .... 7BA | .... .. ... . |
|  1781 | 041C (- 0010) .. .... 65C | 343C (+ 001C) .. .... 788 | 33E8 (- 001C) .. .... 800 | .... .. ... . |
|  1782 | 040C (- 0010) .. .... 6A2 | 3458 (+ 001C) .. .... 7C4 | ....  ... ..  .. .... 7BA | .... .. ... . |
|  1783 | 03FC (A#1 96) .. .... 6E8 | 343C (- 001C) .. .... 800 | 3404 (+ 001C) .. .... 774 | .... .. ... . |
|  1784 | ....  ... ..  .. .... 72E | 3420 (- 001C) .. .... 7C4 | 3420 (+ 001C) .. .... 72E | .... .. ... . |
|  1785 | 040C (B-1 97) .. .... 774 | 3404 (- 001C) .. .... 788 | 343C (+ 001C) .. .... 6E8 | .... .. ... . |
|  1786 | 041C (+ 0010) .. .... 7BA | 33E8 (- 001C) .. .... 74C | 3458 (+ 001C) .. .... 72E | .... .. ... . |
|  1787 | 042C (+ 0010) .. .... 800 | ....  ... ..  .. .... 710 | 343C (- 001C) .. .... 774 | .... .. ... . |
|  1788 | 043C (C-2 98) .. .... 7BA | 3404 (+ 001C) .. .... 6D4 | 3420 (- 001C) .. .... 7BA | .... .. ... . |
|  1789 | 042C (B-1 97) .. .... 774 | 3420 (+ 001C) .. .... 698 | 3404 (- 001C) .. .... 800 | .... .. ... . |
|  1790 | 041C (- 0010) .. .... 72E | 343C (+ 001C) .. .... 65C | 33E8 (- 001C) .. .... 7BA | .... .. ... . |
|  1791 | 040C (- 0010) .. .... 6E8 | 3458 (+ 001C) .. .... 620 | ....  ... ..  .. .... 774 | .... .. ... . |
|  1792 | 03FC (A#1 96) .. .... 6A2 | 343C (- 001C) .. .... 5E4 | 3404 (+ 001C) .. .... 72E | .... .. ... . |
|  1793 | ....  ... ..  .. .... 65C | 3420 (- 001C) .. .... 620 | 3420 (+ 001C) .. .... 6E8 | .... .. ... . |
|  1794 | 040C (B-1 97) .. .... 616 | 3404 (- 001C) .. .... 65C | 343C (+ 001C) .. .... 72E | .... .. ... . |
|  1795 | 041C (+ 0010) .. .... 5D0 | 33E8 (- 001C) .. .... 698 | 3458 (+ 001C) .. .... 774 | .... .. ... . |
|  1796 | 042C (+ 0010) .. .... 58A | ....  ... ..  .. .... 6D4 | 343C (- 001C) .. .... 7BA | .... .. ... . |
|  1797 | 043C (C-2 98) .. .... 544 | 3404 (+ 001C) .. .... 710 | 3420 (- 001C) .. .... 800 | .... .. ... . |
|  1798 | 042C (B-1 97) .. .... 4FE | 3420 (+ 001C) .. .... 74C | 3404 (- 001C) .. .... 7BA | .... .. ... . |
|  1799 | 041C (- 0010) .. .... 4B8 | 343C (+ 001C) .. .... 788 | 33E8 (- 001C) .. .... 774 | .... .. ... . |
|  1800 | 039C (A-1 95) .. .... 472 | 3458 (+ 001C) .. .... 7C4 | ....  ... ..  .. .... 72E | .... .. ... . |
|  1801 | 038C (G#1 94) .. .... 42C | 343C (- 001C) .. .... 800 | 3404 (+ 001C) .. .... 6E8 | .... .. ... . |
|  1802 | ....  ... ..  .. .... 3E6 | 3420 (- 001C) .. .... 7C4 | 3420 (+ 001C) .. .... 72E | .... .. ... . |
|  1803 | 039C (A-1 95) .. .... 3A0 | 3404 (- 001C) .. .... 788 | 343C (+ 001C) .. .... 774 | .... .. ... . |
|  1804 | 03AC (+ 0010) .. .... 35A | 33E8 (- 001C) .. .... 74C | 3458 (+ 001C) .. .... 7BA | .... .. ... . |
|  1805 | 03BC (+ 0010) .. .... 314 | ....  ... ..  .. .... 710 | 343C (- 001C) .. .... 800 | .... .. ... . |
|  1806 | 03CC (A#1 96) .. .... 2CE | 3404 (+ 001C) .. .... 6D4 | 3420 (- 001C) .. .... 7BA | .... .. ... . |
|  1807 | 03BC (A-1 95) .. .... 314 | 3420 (+ 001C) .. .... 698 | 3404 (- 001C) .. .... 774 | .... .. ... . |
|  1808 | 03AC (- 0010) .. .... 35A | 343C (+ 001C) .. .... 65C | 33E8 (- 001C) .. .... 72E | .... .. ... . |
|  1809 | 039C (- 0010) .. .... 3A0 | 3458 (+ 001C) .. .... 620 | ....  ... ..  .. .... 6E8 | .... .. ... . |
|  1810 | 038C (G#1 94) .. .... 3E6 | 343C (- 001C) .. .... 5E4 | 3404 (+ 001C) .. .... 72E | .... .. ... . |
|  1811 | ....  ... ..  .. .... 42C | 3420 (- 001C) .. .... 620 | 3420 (+ 001C) .. .... 774 | .... .. ... . |
|  1812 | 039C (A-1 95) .. .... 472 | 3404 (- 001C) .. .... 65C | 343C (+ 001C) .. .... 7BA | .... .. ... . |
|  1813 | 03AC (+ 0010) .. .... 4B8 | 33E8 (- 001C) .. .... 698 | 3458 (+ 001C) .. .... 800 | .... .. ... . |
|  1814 | 03BC (+ 0010) .. .... 4FE | ....  ... ..  .. .... 6D4 | 343C (- 001C) .. .... 7BA | .... .. ... . |
|  1815 | 03CC (A#1 96) .. .... 544 | 3404 (+ 001C) .. .... 710 | 3420 (- 001C) .. .... 774 | .... .. ... . |
|  1816 | 03BC (A-1 95) .. .... 58A | 3420 (+ 001C) .. .... 74C | 3404 (- 001C) .. .... 72E | .... .. ... . |
|  1817 | 03AC (- 0010) .. .... 5D0 | 343C (+ 001C) .. .... 788 | 33E8 (- 001C) .. .... 6E8 | .... .. ... . |
|  1818 | 039C (- 0010) .. .... 616 | 3458 (+ 001C) .. .... 7C4 | ....  ... ..  .. .... 72E | .... .. ... . |
|  1819 | 038C (G#1 94) .. .... 65C | 343C (- 001C) .. .... 800 | 3404 (+ 001C) .. .... 774 | .... .. ... . |
|  1820 | ....  ... ..  .. .... 6A2 | 3420 (- 001C) .. .... 7C4 | 3420 (+ 001C) .. .... 7BA | .... .. ... . |
|  1821 | 039C (A-1 95) .. .... 6E8 | 3404 (- 001C) .. .... 788 | 343C (+ 001C) .. .... 800 | .... .. ... . |
|  1822 | 03AC (+ 0010) .. .... 72E | 33E8 (- 001C) .. .... 74C | 3458 (+ 001C) .. .... 7BA | .... .. ... . |
|  1823 | 03BC (+ 0010) .. .... 774 | ....  ... ..  .. .... 710 | 343C (- 001C) .. .... 774 | .... .. ... . |
|  1824 | 0362 (G#1 94) .. .... 7BA | 26E4 (D-5 BE) .. .... 6D4 | 3420 (- 001C) .. .... 72E | .... .. ... . |
|  1825 | 0352 (G-1 93) .. .... 800 | 2700 (+ 001C) .. .... 698 | 3404 (- 001C) .. .... 6E8 | .... .. ... . |
|  1826 | 0342 (- 0010) .. .... 7BA | 271C (+ 001C) .. .... 65C | 33E8 (- 001C) .. .... 72E | .... .. ... . |
|  1827 | 0332 (- 0010) .. .... 774 | 2738 (+ 001C) .. .... 620 | ....  ... ..  .. .... 774 | .... .. ... . |
|  1828 | 0322 (F#1 92) .. .... 72E | 271C (- 001C) .. .... 5E4 | 26E4 (D-5 BE) .. .... 7BA | .... .. ... . |
|  1829 | ....  ... ..  .. .... 6E8 | 2700 (- 001C) .. .... 620 | 2700 (+ 001C) .. .... 800 | .... .. ... . |
|  1830 | 0332 (G-1 93) .. .... 6A2 | 26E4 (- 001C) .. .... 65C | 271C (+ 001C) .. .... 7BA | .... .. ... . |
|  1831 | 0342 (+ 0010) .. .... 65C | 26C8 (- 001C) .. .... 698 | 2738 (+ 001C) .. .... 774 | .... .. ... . |
|  1832 | 0352 (+ 0010) .. .... 616 | ....  ... ..  .. .... 6D4 | 271C (- 001C) .. .... 72E | .... .. ... . |
|  1833 | 0362 (G#1 94) .. .... 5D0 | 26E4 (+ 001C) .. .... 710 | 2700 (- 001C) .. .... 6E8 | .... .. ... . |
|  1834 | 0352 (G-1 93) .. .... 58A | 2700 (+ 001C) .. .... 74C | 26E4 (- 001C) .. .... 72E | .... .. ... . |
|  1835 | 0342 (- 0010) .. .... 544 | 271C (+ 001C) .. .... 788 | 26C8 (- 001C) .. .... 774 | .... .. ... . |
|  1836 | 0332 (- 0010) .. .... 4FE | 2738 (+ 001C) .. .... 7C4 | ....  ... ..  .. .... 7BA | .... .. ... . |
|  1837 | 0322 (F#1 92) .. .... 4B8 | 271C (- 001C) .. .... 800 | 26E4 (+ 001C) .. .... 800 | .... .. ... . |
|  1838 | ....  ... ..  .. .... 472 | 2700 (- 001C) .. .... 7C4 | 2700 (+ 001C) .. .... 7BA | .... .. ... . |
|  1839 | 0332 (G-1 93) .. .... 42C | 26E4 (- 001C) .. .... 788 | 271C (+ 001C) .. .... 774 | .... .. ... . |
|  1840 | 0342 (+ 0010) .. .... 3E6 | 26C8 (- 001C) .. .... 74C | 2738 (+ 001C) .. .... 72E | .... .. ... . |
|  1841 | 0352 (+ 0010) .. .... 3A0 | ....  ... ..  .. .... 710 | 271C (- 001C) .. .... 6E8 | .... .. ... . |
|  1842 | 0362 (G#1 94) .. .... 35A | 26E4 (+ 001C) .. .... 6D4 | 2700 (- 001C) .. .... 72E | .... .. ... . |
|  1843 | 0352 (G-1 93) .. .... 314 | 2700 (+ 001C) .. .... 698 | 26E4 (- 001C) .. .... 774 | .... .. ... . |
|  1844 | 0342 (- 0010) .. .... 2CE | 271C (+ 001C) .. .... 65C | 26C8 (- 001C) .. .... 7BA | .... .. ... . |
|  1845 | 0332 (- 0010) .. .... 314 | 2738 (+ 001C) .. .... 620 | ....  ... ..  .. .... 800 | .... .. ... . |
|  1846 | 0322 (F#1 92) .. .... 35A | 271C (- 001C) .. .... 5E4 | 26E4 (+ 001C) .. .... 7BA | .... .. ... . |
|  1847 | ....  ... ..  .. .... 3A0 | 2700 (- 001C) .. .... 620 | 2700 (+ 001C) .. .... 774 | .... .. ... . |
|  1848 | 05B8 (F-2 9D) .. .... 3E6 | 22A4 (C-5 BC) .. .... 65C | 271C (+ 001C) .. .... 72E | .... .. ... . |
|  1849 | 05C8 (+ 0010) .. .... 42C | 2288 (- 001C) .. .... 698 | 2738 (+ 001C) .. .... 6E8 | .... .. ... . |
|  1850 | 05D8 (+ 0010) .. .... 472 | ....  ... ..  .. .... 6D4 | 271C (- 001C) .. .... 72E | .... .. ... . |
|  1851 | 05E8 (+ 0010) .. .... 4B8 | 22A4 (+ 001C) .. .... 710 | 2700 (- 001C) .. .... 774 | .... .. ... . |
|  1852 | 05D8 (- 0010) .. .... 4FE | 22C0 (+ 001C) .. .... 74C | 22A4 (C-5 BC) .. .... 7BA | .... .. ... . |
